airline_sentiment,text,geographic_location,ethnicity,age,device
negative,"@AmericanAir Cool, a canned response. Nah, I think I'll keep tweeting at everyone who mentions AA on Twitter. You could DM me, though.","Plano, TX",Asian,25,laptop
neutral,@United line up @iah #IAH @AirlineGeeks #avgeek http://t.co/dJHXvJT201,"Charlotte, NC",Hispanic,49,laptop
negative,@USAirways really nigga.. Ur a fuck boy,"Boston, MA",African American,39,mobile
negative,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,"Santa Ana, CA",Caucasian,59,laptop
negative,@AmericanAir I can't get through to a customer rep to help me out. This is the only option I have got.,"Philadelphia, PA",Hispanic,60,laptop
neutral,@AmericanAir um no just hanging out what’s new w you?,"San Antonio, TX",Hispanic,61,mobile
negative,"@USAirways Spoke on the phone 3 or 4 times, but no resolution. I'm still waiting to get my money back but now prices are jacked up","New Orleans, LA",Hispanic,24,mobile
negative,@USAirways thanks but the bags are only 10% of what went wrong. 22 hours from DCA to SAN when there were no weather issues is not acceptable,"Winston-Salem, NC",African American,34,mobile
neutral,"@JetBlue, flights 1970, 1366, and 1552 will fly over after 1 am on your way into @BostonLogan - mind taking ocean approach so we can sleep?","St. Petersburg, FL",Asian,23,laptop
neutral,"@united I guess that's too much ask, huh?","Garland, TX",African American,48,laptop
neutral,@USAirways I received a brochure in the mail touting all the benefits of the advantage card with usa now merged...baggage included,"Fort Wayne, IN",African American,64,tablet
negative,@united is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,"Chicago, IL",Hispanic,59,mobile
negative,@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,"Tucson, AZ",Hispanic,31,mobile
negative,@united 3866 is at a stand still! No pilot or paperwork for fix over 25mins! Problem was fixed 30mins ago. Flight is as is delayed!,"Newark, NJ",Hispanic,49,laptop
positive,@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!,"New Orleans, LA",Hispanic,52,laptop
positive,@united perfect! Thank you!,"Houston, TX",African American,22,mobile
neutral,@SouthwestAir want go from New Orleans houston see my dad at md anderson can you help me out,"Plano, TX",Hispanic,28,laptop
positive,@JetBlue @AmericanAir ah ha! I misread the end date as being 2014 not 2015. Thanks for clarifying :),"Tampa, FL",African American,51,laptop
negative,@united doesn't help the 100 or more passengers that just arrived an hour Late Flight.,"Sacramento, CA",African American,40,laptop
negative,@SouthwestAir been on hold for 30 min trying to rebook my flight you Cancelled Flightled. Help?!,"Columbus, OH",Caucasian,49,laptop
negative,@SouthwestAir wifi is so slow! What is the point having one if can't get on the Internet?! Ugh...,"Raleigh, NC",Caucasian,56,tablet
neutral,@southwestair - kind of early but any idea when dates through the first week of sept will come available?,"Akron, OH",African American,25,tablet
neutral,@USAirways can you DM me &amp; add me to the upgrade list for a flt tonight?,"Mesa, AZ",African American,49,tablet
neutral,@AmericanAir fl 249 to DFW is leaving Newark on time but is going to Nashville first.  Will I get stuck in Nashville?,"Charlotte, NC",Hispanic,39,tablet
neutral,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM","Toledo, OH",Asian,49,tablet
neutral,@united Are the current on board food menus available anywhere online?,"Indianapolis, IN",Caucasian,52,mobile
neutral,@VirginAmerica Adds Pillows Instead of Lie-Flat Seats in First Class Arms Race http://t.co/rGYwJBbhm4,"Dallas, TX",African American,33,laptop
negative,"@SouthwestAir Disappointed in the FAA ""regulation"" you have 2 furnish proof of age 4 toddler. Thx for the unnecessary headache. #flyUnited","Reno, NV",Hispanic,43,laptop
negative,@USAirways @MrRenevendez I've been trying to contact them for 24 hours already! Yesterday I waited 7 hours today 5+! http://t.co/gn30p75KqB,"Buffalo, NY",Asian,55,laptop
positive,@AmericanAir @dfwairport you 2 together are the best part of flying!,"Dallas, TX",Hispanic,45,mobile
positive,@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,"Memphis, TN",Hispanic,24,laptop
neutral,"@AmericanAir yep, they moved me to 16A as they showed me flying ""standby""","Austin, TX",African American,15,tablet
negative,@VirginAmerica your site is tripping. I'm trying to check in and I'm getting the plain text version. I am reluctant to enter any card info.,"Pittsburgh, PA",African American,49,tablet
positive,@united Thanks JT,"Corpus Christi, TX",Caucasian,64,tablet
neutral,@AmericanAir DM sent. Answer me please,"Atlanta, GA",Caucasian,31,mobile
neutral,@AmericanAir I thought all those planes were retired? #MD80,"Pittsburgh, PA",Asian,56,tablet
positive,"@united please do! She went above and beyond what she had to do, she made us her number one priority!","Garland, TX",African American,49,tablet
negative,@AmericanAir   What is that!? Why even bother catering dog food that no one will eat ? http://t.co/iFESPcBzTm,"Louisville, KY",Caucasian,35,mobile
neutral,"@united OK, thanks for the clarification.","Toledo, OH",Hispanic,15,mobile
neutral,@USAirways Almost home ...East Coast Freeze headed to PHL connect AVP TGIF http://t.co/WXowZhpgfL,"Chula Vista, CA",African American,36,laptop
negative,"@SouthwestAir really enjoying sitting at BWI with the door wide open and the a/c on as they fix a ""baggage error"" #sarcasm","Milwaukee, WI",African American,33,laptop
negative,".@united just curious why you'd board a flight without a pilot. Seems crucial to the flight process, no?","Oakland, CA",Native American,64,laptop
positive,@AmericanAir thank you for the assistance,"Baltimore, MD",African American,25,tablet
positive,@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,"Reno, NV",Hispanic,49,laptop
negative,@united WORST SERVICE EVER. Denied access to our flight and then moved flight 6 times. How hard is it to schedule a gate? @Delta next time.,"Henderson, NV",Hispanic,59,laptop
neutral,@SouthwestAir    How's life @ the NOC?,"Phoenix, AZ",African American,40,mobile
neutral,@united dm these nuts,"Oklahoma City, OK",Hispanic,36,mobile
negative,@USAirways I been on hold with U for 40mins wasting my time and $ &amp; I don't appreciate it #WheresTheCustomerServiceAt http://t.co/phI2IfNjIT,"Tulsa, OK",Caucasian,64,mobile
negative,"@SouthwestAir Cancelled Flightled my flight, rescheduled to EWK gave me a pseudo-voucher that directed me to the worst @daysinn in existence. #fail","Houston, TX",African American,31,laptop
negative,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible.","Pittsburgh, PA",Native American,63,mobile
negative,@USAirways @AmericanAir Just got off Int. Flight #799. Your Intentionally rude staff made for a horrible 8hr+ flight on an unsuitable plane.,"Riverside, CA",African American,56,laptop
negative,@SouthwestAir I need to request a refund on my flight that was Cancelled Flightled this morning due to the weather.,"Milwaukee, WI",Caucasian,58,mobile
negative,@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting,"Miami, FL",Caucasian,49,laptop
negative,@USAirways power trip. I felt completely threatened and unsafe and I am so angry. Derrick Bussey.  DCA. Would like to reiterate that I was,"Wichita, KS",Hispanic,26,laptop
negative,"@united's first flight (4651, to #IAH) from #IAD is delayed...because no one hooked up ground power to the plane. Get it together, folks.","Colorado Springs, CO",Asian,49,laptop
negative,"@AmericanAir - how long does it take to get credit to my AA account? Traveled in Jan &amp; only one leg reported. Asked for credit, no response.","Boston, MA",Native American,27,tablet
positive,@SouthwestAir just did last night. Thanks for following up. :),"Minneapolis, MN",Asian,36,mobile
positive,@SouthwestAir Landed in Nashville! Thanks for taking care of us! http://t.co/RYXbPLgMnK,"Durham, NC",African American,26,laptop
negative,@AmericanAir fortunately the window seat was a no-show. Able to scoot over and create space.,"Jacksonville, FL",Hispanic,49,mobile
neutral,@VirginAmerica I miss the #nerdbird in San Jose,"Akron, OH",Hispanic,27,mobile
positive,@USAirways thank you! You have always been so good to me. I will follow up.,"El Paso, TX",Native American,64,mobile
negative,@united #worst2unitedflightsever UA1429 IAD to LAS 2/19 mechanical problems - switched aircraft delayed 3.5 hours!,"Minneapolis, MN",Caucasian,50,mobile
neutral,@SouthwestAir booked our flights this morning. Can't wait to move about the country.,"Santa Ana, CA",Caucasian,56,mobile
negative,@united your customer service is crap.,"Sacramento, CA",Hispanic,64,mobile
negative,"@united Nope, still sitting at the gate!","Saint Paul, MN",Hispanic,30,tablet
negative,@USAirways a $100 @Samsonite - totaled. Not happy. Not at all.,"Reno, NV",Hispanic,63,mobile
negative,@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!,"Milwaukee, WI",African American,49,laptop
positive,@AmericanAir Huge thanks for fixing our flights! appreciate the customer service. now if only i could get seats assigned: me next to my wife,"Jacksonville, FL",African American,18,mobile
neutral,@USAirways I sent email to customer.relations@aa.com. Will this work?,"Phoenix, AZ",Hispanic,36,mobile
neutral,@AmericanAir New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/NBZkhiZF3V,"Riverside, CA",Hispanic,47,tablet
neutral,@united  @DENAirport United 787 in snowy Denver. http://t.co/w1AaKJumXA,"Raleigh, NC",Caucasian,49,mobile
negative,@United agent did help me. My point: there's a problem &amp; I don't want it to mess up somebody else's plans. Can u flow this to tech team pls?,"Virginia Beach, VA",African American,23,tablet
negative,@SouthwestAir Your hold music needs 2 be fixed:certain tracks have loud phone button mashing tones in them.Estimated wait time would help 2.,"Chandler, AZ",African American,56,laptop
negative,"@JetBlue why, when you book a flight now, does jetblue separate a 3yr old from the mother? Isn't that a bit stupid? check-in headaches!","Pittsburgh, PA",Caucasian,54,laptop
negative,@JetBlue @fllairport best way to kill nine hours at the airport when all flights are full and the airline won't put you standby? #stranded,"San Antonio, TX",Caucasian,50,laptop
neutral,@SouthwestAir how can I get tickets for Feb 20 Imagine Dragons show?,"Anchorage, AK",Hispanic,39,mobile
negative,@USAirways what am I paying you $275 for?   Fly the damn plane!  Not one announcement from the crew.  Let me know how you wanna refund me.,"Los Angeles, CA",Hispanic,47,laptop
negative,@AmericanAir i do not want to stay overnight at this airport! I have been here since 11 am this morning!,"Jersey City, NJ",African American,36,laptop
negative,@JetBlue your gif game is strong.,"Austin, TX",Caucasian,36,mobile
positive,@USAirways Another great flight #FunFlightAttendants. Thanks for showing my dad wonderful customer service. #flt635 #LAX #PHX #SundayFunday,"Dallas, TX",Hispanic,15,tablet
